chrom_init-end_region
chrX_0-71527500_Starting	0.16666666666666666	0.5	0.6666666666666666	0.6666666666666666	0.5	0.3333333333333333	0.5	0.5	0.6666666666666666	0.5	0.16666666666666666
chrX_71527500-71551875_TAD	0.5	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.5	0.3333333333333333	0.3333333333333333	0.5	0.3333333333333333	0.3333333333333333	0.3333333333333333
chrX_71551875-71562500_TAD	0.5	0.5	0.5	0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.5	0.5	0.3333333333333333	0.6666666666666666
chrX_71562500-72022500_TAD	0.16666666666666666	0.5	0.5	0.3333333333333333	0.5	0.3333333333333333	0.5	0.16666666666666666	0.5	0.5	0.5
chrX_72022500-76640000_TAD	0.5	0.5	0.5	0.0	0.16666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5	0.5
chrX_76640000-76675625_TAD	0.5	0.6666666666666666	0.6666666666666666	0.5	0.5	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.5
chrX_76675625-76692500_TAD	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
chrX_76692500-130135625_interTAD	0.3333333333333333	0.5	0.5	0.5	0.5	0.8333333333333334	0.5	0.5	0.16666666666666666	0.5	0.5
chrX_130135625-130148750_TAD	0.3333333333333333	0.3333333333333333	0.5	0.3333333333333333	0.5	0.5	0.5	0.3333333333333333	0.5	0.5	0.5
chrX_130148750-130173125_TAD	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
chrX_130173125-130890000_TAD	0.5	0.5	0.5	0.3333333333333333	0.3333333333333333	0.5	0.5	0.5	0.5	0.5	0.16666666666666666
chrX_130890000-130917500_TAD	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.16666666666666666	0.5	0.5	0.16666666666666666
chrX_130917500-131357500_TAD	0.3333333333333333	0.5	0.5	0.6666666666666666	0.5	1.0	0.5	0.8333333333333334	0.5	0.5	0.16666666666666666
chrX_131357500-131365000_TAD	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.5	0.5	0.6666666666666666	0.5	0.5
chrX_131365000-131367500_TAD	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
chrX_131367500-155270400_Ending	0.3333333333333333	0.5	0.6666666666666666	0.6666666666666666	0.16666666666666666	0.5	0.3333333333333333	0.5	0.6666666666666666	0.5	0.3333333333333333
